id_box,box_code,notes
948,6304321162875118846,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
949,201422890367538,Nam tristique tortor eu pede.
950,36019458671748,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
951,5108758471633753,Proin risus.
952,3560543810402995,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
953,5108753249332614,Morbi a ipsum.
954,675989196936152834,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
955,3587499155889040,Donec vitae nisi.
956,4905717045057681,Suspendisse accumsan tortor quis turpis.
957,3574131395599999,Duis aliquam convallis nunc.
958,6333893834408920974,Nullam sit amet turpis elementum ligula vehicula consequat.
959,3566487500412381,Donec quis orci eget orci vehicula condimentum.
960,3539235135407829,Quisque porta volutpat erat.
961,5602234490846694,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
962,6396236139237035,Nulla tellus.
963,4405917847030218,Integer tincidunt ante vel ipsum.
964,374283632095634,Donec dapibus.
965,3541750688223213,Quisque ut erat.
966,4508652826339290,Nulla ac enim.
967,3541047382861913,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
968,501832285933137471,Praesent lectus.
969,201892119429154,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
970,4844750551385836,Quisque id justo sit amet sapien dignissim vestibulum.
971,3533757896745176,Vivamus vel nulla eget eros elementum pellentesque.
972,5100141294460670,Morbi quis tortor id nulla ultrices aliquet.
973,3557624490857172,Duis ac nibh.
974,3580080470697966,Sed accumsan felis.
975,3579880871199121,Aliquam sit amet diam in magna bibendum imperdiet.
976,5602230803820830,Aenean fermentum.
977,0604510518501141,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
978,3535643664144016,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
979,3546999171858390,Aenean auctor gravida sem.
980,4679963990389281,Pellentesque ultrices mattis odio.
981,201659188924500,Morbi non lectus.
982,5168662242920209,In hac habitasse platea dictumst.
983,3532565307923410,Quisque porta volutpat erat.
984,3535597451056041,Pellentesque at nulla.
985,5100170361361982,Nullam molestie nibh in lectus.
986,30294850614465,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
987,5100178842073886,Integer ac neque.
988,3589643670056969,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
989,3533459725757320,Aenean sit amet justo.
990,4844258799175852,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
991,5305614016246554,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
992,30563575946927,Cras in purus eu magna vulputate luctus.
993,5532984152199353,In congue.
994,3561180576119205,Integer non velit.
995,4917691774899231,Aenean lectus.
996,5100147231968485,Integer a nibh.
997,3568184277548194,Vivamus vel nulla eget eros elementum pellentesque.
998,3560438440815668,Aliquam sit amet diam in magna bibendum imperdiet.
999,3533841199149292,Aliquam non mauris.
1000,50185776767111641,Nulla ut erat id mauris vulputate elementum.
